,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn,Codigo
98,3212-KXOCR,Masculino,0,Nao,Nao,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,21.0,1107.2,Nao,
6844,6897-UUBNU,Masculino,0,Nao,Nao,29,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Nao,BoletoImpresso,89.65,2623.65,Nao,
2557,4061-UKJWL,Masculino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,45.45,141.7,Nao,
3183,7890-VYYWG,Masculino,1,Sim,Nao,3,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,36.45,93.7,Sim,
253,3282-ZISZV,Masculino,0,Nao,Sim,32,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,83.7,2633.3,Nao,
3923,5275-SQEIZ,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,80.85,80.85,Sim,
4199,4088-YLDSU,Masculino,0,Sim,Nao,55,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,104.15,5743.05,Sim,
1445,3211-AAPKX,Masculino,0,Nao,Nao,20,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoImpresso,98.55,2031.95,Nao,
5539,4632-PAOYU,Masculino,0,Sim,Sim,22,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.95,433.5,Nao,
1648,7426-WEIJX,Masculino,1,Sim,Sim,60,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.95,4859.1,Nao,
4682,0504-HHAPI,Feminino,1,Nao,Nao,27,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,88.3,2467.75,Sim,
4723,4274-OWWYO,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.35,74.35,Sim,
3991,1731-TVIUK,Feminino,0,Nao,Nao,4,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,93.5,362.2,Sim,
1696,8593-WHYHV,Masculino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.3,264.8,Sim,
3191,7636-OWBPG,Masculino,1,Nao,Nao,12,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,29.35,381.2,Nao,
6197,1585-MQSSU,Masculino,0,Nao,Nao,17,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,51.5,900.5,Sim,
6295,7033-CLAMM,Feminino,0,Sim,Sim,48,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.2,1027.25,Nao,
4499,6178-KFNHS,Feminino,0,Nao,Sim,12,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,78.3,909.25,Sim,
1154,8292-ITGYJ,Feminino,0,Sim,Sim,45,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,24.65,1138.8,Nao,
2255,9537-VHDTA,Feminino,0,Nao,Sim,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,51.2,51.2,Nao,
1682,9225-BZLNZ,Masculino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,85.25,6083.1,Nao,
3170,7272-QDCKA,Masculino,0,Nao,Nao,28,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,100.2,2688.45,Nao,
2056,4138-NAXED,Masculino,0,Nao,Nao,51,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,81.0,4085.75,Nao,
4090,1453-RZFON,Feminino,0,Nao,Sim,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,49.9,49.9,Nao,
6865,8792-AOROI,Feminino,0,Sim,Nao,8,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,2 anos,Nao,BoletoImpresso,65.5,564.35,Nao,
3108,5056-FIMPT,Feminino,0,Nao,Sim,43,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,106.0,4532.3,Nao,
4548,5572-ZDXHY,Feminino,0,Nao,Nao,22,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,84.3,1855.65,Sim,
3723,7010-ZMVBF,Feminino,0,Sim,Sim,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.45,357,Nao,
6397,7994-XIRTR,Masculino,1,Nao,Nao,54,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Anual,Nao,DebitoAutomatico,65.25,3529.95,Nao,
5423,5228-EXCET,Masculino,0,Nao,Nao,13,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,80.85,1008.7,Sim,
2049,1170-SASML,Feminino,0,Sim,Nao,69,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,85.4,5869.4,Nao,
4976,8165-CBKXO,Masculino,0,Sim,Sim,66,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,56.75,3708.4,Nao,
3643,9451-WLYRI,Feminino,0,Sim,Nao,53,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.05,990.45,Nao,
6944,9039-ZVJDC,Masculino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.1,53.05,Nao,
623,5148-HKFIR,Feminino,0,Nao,Nao,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.7,406.95,Nao,
6489,9318-NKNFC,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,18.85,18.85,Sim,
6772,7931-PXHFC,Masculino,0,Nao,Nao,38,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Anual,Sim,BoletoImpresso,62.3,2354.8,Sim,
5883,6131-JLWZM,Feminino,0,Nao,Nao,13,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.3,275.4,Nao,
262,7529-ZDFXI,Masculino,1,Sim,Nao,57,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,89.85,4925.35,Nao,
5730,7167-PCEYD,Masculino,0,Nao,Nao,67,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,19.8,1311.3,Nao,
3369,4680-KUTAJ,Feminino,1,Nao,Nao,11,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,55.6,580.8,Nao,
4061,1629-DQQVB,Feminino,0,Nao,Nao,14,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,50.1,709.5,Nao,
5534,7964-VEXDG,Masculino,0,Nao,Sim,21,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,80.35,1747.2,Nao,
6294,6615-ZGEDR,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.7,19.7,Sim,
6065,4458-KVRBJ,Masculino,0,Nao,Nao,59,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.0,1510.5,Nao,
6616,9600-NAXZN,Masculino,0,Nao,Nao,43,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,101.4,4528,Sim,
1802,7492-TAFJD,Masculino,0,Sim,Sim,7,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Nao,BoletoImpresso,38.55,280,Nao,
4736,3050-RLLXC,Feminino,0,Sim,Sim,56,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,81.25,4620.4,Nao,
7027,0550-DCXLH,Masculino,0,Nao,Nao,13,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Nao,BoletoImpresso,73.35,931.55,Nao,
2385,5156-UMKOW,Feminino,0,Nao,Sim,3,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,29.65,90.05,Nao,
6694,4526-RMTLL,Masculino,0,Sim,Sim,8,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,76.15,645.8,Nao,
5759,9985-MWVIX,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,70.15,70.15,Sim,
1959,5882-CMAZQ,Feminino,0,Sim,Sim,5,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,34.25,163.55,Nao,
2976,4830-FAXFM,Masculino,0,Nao,Sim,19,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,24.1,439.2,Nao,
488,4472-LVYGI,Feminino,0,Sim,Sim,0,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Sim,Nao,2 anos,Sim,DebitoAutomatico,52.55, ,Nao,
1843,3173-WSSUE,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.7,1415.85,Nao,
1734,7511-YMXVQ,Masculino,0,Nao,Nao,9,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,45.4,418.8,Sim,
2911,9747-DDZOS,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,73.5,73.5,Sim,
3219,3896-ZVNET,Feminino,0,Sim,Sim,24,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,24.7,571.75,Nao,
146,6837-BJYDQ,Masculino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.6,61.35,Nao,
5630,9801-GDWGV,Feminino,0,Nao,Nao,39,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,103.45,3994.45,Sim,
1986,7710-JSYOA,Feminino,0,Sim,Sim,69,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,93.3,6398.05,Nao,
1369,5478-JJVZK,Feminino,0,Nao,Nao,33,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,60.9,2033.85,Nao,
6546,9828-QHFBK,Masculino,0,Nao,Nao,24,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,51.15,1275.7,Nao,
6051,4079-ULGFR,Masculino,0,Nao,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.0,275.7,Nao,
2811,5804-JMYIO,Feminino,0,Sim,Sim,39,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.75,757.95,Nao,
659,2085-JVGAD,Masculino,0,Sim,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,20.35,697.65,Nao,
1794,5377-NDTOU,Feminino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoImpresso,91.05,6293.75,Nao,
2511,7016-NVRIC,Masculino,1,Sim,Nao,29,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Nao,Sim,Anual,Nao,DebitoAutomatico,90.1,2656.7,Nao,
3397,1642-HMARX,Feminino,0,Sim,Nao,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,91.7,6424.7,Nao,
4282,5811-IWXYM,Feminino,0,Sim,Sim,52,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Nao,DebitoAutomatico,101.25,5301.1,Nao,
1147,0411-EZJZE,Feminino,0,Nao,Nao,3,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,60.25,170.5,Nao,
3272,6772-KSATR,Masculino,0,Nao,Nao,1,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.7,81.7,Sim,
608,8207-DMRVL,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,114.55,8306.05,Nao,
6287,3223-WZWJM,Masculino,0,Nao,Nao,26,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,83.95,2254.2,Sim,
3582,6357-JJPQT,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.5,232.35,Nao,
1930,2792-VPPET,Masculino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,20.5,76.95,Nao,
197,6168-YBYNP,Masculino,0,Nao,Nao,59,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,111.35,6519.75,Nao,
2931,8059-UDZFY,Feminino,1,Nao,Sim,33,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,105.35,3465.05,Nao,
2327,0869-PAPRP,Feminino,1,Sim,Nao,26,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,85.7,2067,Nao,
4389,1482-OXZSY,Masculino,0,Nao,Nao,30,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,100.4,2936.25,Nao,
766,5175-WLYXL,Masculino,0,Nao,Nao,22,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,78.85,1600.25,Nao,
4496,9489-JMTTN,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.75,6595.9,Nao,
4218,9027-YFHQJ,Masculino,0,Nao,Nao,7,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,25.05,152.95,Nao,
3255,4827-LTQRJ,Feminino,1,Sim,Sim,66,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,110.6,7210.85,Nao,
202,3363-DTIVD,Masculino,0,Sim,Sim,71,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,105.55,7405.5,Nao,
3510,3199-XGZCY,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.25,576.7,Nao,
4931,4298-OYIFC,Masculino,0,Sim,Nao,15,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,103.45,1539.8,Nao,
6390,6994-FGRHH,Masculino,0,Sim,Sim,70,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,106.15,7475.1,Nao,
5535,2404-JIBFC,Feminino,0,Sim,Sim,55,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,85.1,4657.95,Nao,
1733,1015-OWJKI,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.05,19.05,Nao,
5791,7233-DRTRF,Masculino,0,Sim,Nao,63,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,102.4,6444.05,Nao,
2777,4860-YZGZM,Masculino,0,Nao,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,20.0,185.4,Nao,
1707,4854-CIDCF,Feminino,1,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,73.85,196.4,Nao,
5172,9507-HSMMZ,Masculino,0,Nao,Nao,54,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.0,1149.65,Nao,
5249,5115-GZDEL,Masculino,0,Nao,Sim,72,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,67.2,4671.7,Nao,
5757,5539-HIVAK,Feminino,1,Sim,Nao,28,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,25.7,734.6,Nao,
3474,3982-DQLUS,Masculino,1,Sim,Sim,65,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,85.75,5688.45,Nao,
6528,4957-SREEC,Masculino,0,Sim,Sim,70,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.35,1458.1,Nao,
5855,2338-BQEZT,Feminino,0,Nao,Nao,55,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,50.55,2832.75,Nao,
854,7695-PKLCZ,Feminino,0,Nao,Nao,68,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.5,1424.9,Nao,
5685,4475-NVTLU,Masculino,0,Sim,Sim,45,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoEletronico,19.2,903.7,Nao,
6363,8778-LMWTJ,Feminino,0,Nao,Nao,9,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.85,708.2,Nao,
4737,9298-WGMRW,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,115.5,8312.75,Nao,
4097,9974-JFBHQ,Masculino,0,Nao,Sim,64,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,99.15,6171.2,Nao,
2160,7101-HRBLJ,Feminino,0,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,83.7,6096.9,Nao,
698,9978-HYCIN,Masculino,1,Sim,Sim,47,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Anual,Sim,DebitoAutomatico,84.95,4018.05,Nao,
6969,4745-LSPLO,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.5,20.5,Sim,
2999,1038-RQOST,Masculino,0,Sim,Sim,19,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.6,414.95,Nao,
3696,3144-AUDBS,Feminino,0,Sim,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,49.15,270.8,Sim,
1636,1371-OJCEK,Feminino,0,Nao,Nao,48,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,24.35,1133.7,Nao,
3457,8566-YPRGL,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.5,19.5,Nao,
3581,7860-UXCRM,Masculino,0,Sim,Sim,63,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,74.5,4674.55,Nao,
1291,7993-PYKOF,Masculino,0,Sim,Nao,8,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,75.0,632.95,Sim,
4659,6616-AALSR,Feminino,0,Sim,Sim,65,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,104.3,6725.3,Nao,
6585,4955-VCWBI,Feminino,0,Sim,Sim,43,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.0,817.95,Nao,
5616,9555-SAHUZ,Feminino,0,Sim,Sim,38,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,54.5,2076.05,Nao,
1853,1612-EOHDH,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,45.15,45.15,Sim,
5232,1755-RMCXH,Masculino,0,Sim,Sim,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.3,40.25,Nao,
3763,2959-MJHIC,Masculino,0,Sim,Nao,4,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.35,307.4,Sim,
3304,0136-IFMYD,Masculino,1,Sim,Nao,69,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,109.95,7634.25,Nao,
6922,9398-MMQTO,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,74.45,221.1,Nao,
5727,8707-HOEDG,Feminino,0,Sim,Sim,70,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,110.2,7689.8,Nao,
3743,2391-SOORI,Masculino,0,Nao,Sim,4,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,49.35,219.65,Sim,
3445,7047-FWEYA,Feminino,0,Sim,Nao,46,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,103.15,4594.65,Nao,
1998,7615-ESMYF,Feminino,0,Sim,Nao,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,44.6,97.1,Sim,
663,9565-FLVCG,Masculino,0,Sim,Sim,65,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Sim,2 anos,Sim,BoletoImpresso,69.55,4459.15,Nao,
4779,0480-BIXDE,Feminino,0,Sim,Nao,19,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,96.8,1743.05,Nao,
5353,8992-OBVDG,Masculino,0,Nao,Nao,21,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoImpresso,61.65,1393.6,Nao,
3748,6339-RZCBJ,Masculino,0,Nao,Nao,48,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,78.9,3771.5,Nao,
4413,1792-UXAFY,Feminino,1,Nao,Nao,17,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,89.15,1496.9,Sim,
4744,6139-ZZRBQ,Masculino,1,Nao,Nao,64,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.05,1198.05,Nao,
5530,9644-KVCNC,Feminino,0,Nao,Nao,66,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Anual,Sim,DebitoAutomatico,92.15,6056.9,Nao,
5575,1492-KGETH,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Nao,DebitoAutomatico,78.35,5445.95,Nao,
709,3347-YJZZE,Masculino,0,Sim,Sim,29,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Nao,CartaoCredito,80.1,2211.8,Nao,
1282,6260-ONULR,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoImpresso,62.8,62.8,Nao,
5864,5093-FEGLU,Feminino,0,Sim,Nao,47,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.65,921.55,Nao,
